ID,DATE,COD_ACCOUNT,ACCOUNT,Short_CLASS,CLASS,TRANSACTION_TYPE,NAME,MEMO/DESCRIPTION,REVENUE/EXPENSES,AMOUNT
1008,4/15/2024,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,"53,500 "
1009,4/15/2024,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,"101,000 "
1010,4/15/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,"77,500 "
1011,4/15/2024,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,"66,500 "
1012,4/15/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,"4,280 "
1013,4/15/2024,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,"8,080 "
1014,4/15/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,"6,200 "
1015,4/15/2024,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,"5,320 "
1016,4/15/2024,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,"10,100 "
1017,4/15/2024,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,"18,800 "
1018,4/15/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,"14,400 "
1019,4/15/2024,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,"12,100 "
1020,4/15/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,920 
1021,4/30/2024,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,"46,500 "
1022,4/30/2024,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,"2,000 "
1023,4/30/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,"9,200 "
1024,4/30/2024,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,"2,800 "
1025,5/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,May SaaS Subscription,REVENUE,"62,000 "
1026,5/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,May SaaS Subscription,REVENUE,"53,800 "
1027,5/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,May SaaS Subscription,REVENUE,"32,500 "
1028,5/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,May SaaS Subscription,REVENUE,"23,000 "
1029,5/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,May SaaS Subscription,REVENUE,"38,000 "
1030,5/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,May SaaS Subscription,REVENUE,"44,200 "
1031,5/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,May SaaS Subscription,REVENUE,"49,500 "
1032,5/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataVision Corp,May SaaS Subscription,REVENUE,"30,000 "
1033,5/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudScale Tech,May SaaS Subscription,REVENUE,"32,000 "
1034,5/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"102,500 "
1035,5/1/2024,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,"118,000 "
1036,5/1/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - May,EXPENSES,"48,000 "
1037,5/1/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"9,800 "
1038,5/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,"25,500 "
1039,5/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,"12,500 "
1040,5/1/2024,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,"2,300 "
1041,5/1/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,"1,800 "
1042,5/1/2024,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,"5,100 "
1043,5/1/2024,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,"16,500 "
1044,5/1/2024,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,"4,300 "
1045,5/5/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"4,200 "
1046,5/5/2024,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,"82,600 "
1047,5/5/2024,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,"4,900 "
1048,5/10/2024,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,"9,200 "
1049,5/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,May SaaS Subscription,REVENUE,"27,200 "
1050,5/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"78,000 "
1051,5/15/2024,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,"5,500 "
1052,5/15/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,"8,200 "
1053,5/15/2024,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,"54,500 "
1054,5/15/2024,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,"103,000 "
1055,5/15/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,"79,000 "
1056,5/15/2024,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,"68,000 "
1057,5/15/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,"4,360 "
1058,5/15/2024,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,"8,240 "
1059,5/15/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,"6,320 "
1060,5/15/2024,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,"5,440 "
1061,5/15/2024,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,"10,100 "
1062,5/15/2024,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,"18,800 "
1063,5/15/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,"14,400 "
1064,5/15/2024,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,"12,100 "
1065,5/15/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,920 
1066,5/31/2024,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,"47,500 "
1067,5/31/2024,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,"2,000 "
1068,5/31/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,"9,200 "
1069,5/31/2024,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,"2,800 "
1070,6/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,June SaaS Subscription,REVENUE,"63,000 "
1071,6/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,June SaaS Subscription,REVENUE,"54,800 "
1072,6/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,June SaaS Subscription,REVENUE,"33,200 "
1073,6/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,June SaaS Subscription,REVENUE,"23,500 "
1074,6/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,June SaaS Subscription,REVENUE,"38,800 "
1075,6/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,June SaaS Subscription,REVENUE,"45,000 "
1076,6/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,June SaaS Subscription,REVENUE,"50,500 "
1077,6/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataVision Corp,June SaaS Subscription,REVENUE,"32,000 "
1078,6/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudScale Tech,June SaaS Subscription,REVENUE,"35,000 "
1079,6/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"104,500 "
1080,6/1/2024,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,"120,000 "
1081,6/1/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - June,EXPENSES,"49,200 "
1082,6/1/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"10,000 "
1083,6/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,"26,000 "
1084,6/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,"12,800 "
1085,6/1/2024,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,"2,300 "
1086,6/1/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,"1,800 "
1087,6/1/2024,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,"5,100 "
1088,6/1/2024,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,"16,500 "
1089,6/1/2024,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,"4,400 "
1090,6/5/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"4,300 "
1091,6/5/2024,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,"84,000 "
1092,6/5/2024,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,"4,900 "
1093,6/10/2024,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,"9,200 "
1094,6/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,June SaaS Subscription,REVENUE,"28,000 "
1095,6/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"80,000 "
1096,6/15/2024,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,"5,500 "
1097,6/15/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,"8,200 "
1098,6/15/2024,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,"54,500 "
1099,6/15/2024,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,"103,000 "
1100,6/15/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,"79,000 "
1101,6/15/2024,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,"68,000 "
1102,6/15/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,"4,360 "
1103,6/15/2024,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,"8,240 "
1104,6/15/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,"6,320 "
1105,6/15/2024,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,"5,440 "
1106,6/15/2024,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,"10,100 "
1107,6/15/2024,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,"18,800 "
1108,6/15/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,"14,400 "
1109,6/15/2024,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,"12,100 "
1110,6/15/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,920 
1111,6/30/2024,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,"48,500 "
1112,6/30/2024,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,"2,000 "
1113,6/30/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,"9,200 "
1114,6/30/2024,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,"2,800 "
1115,7/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,July SaaS Subscription,REVENUE,"64,000 "
1116,7/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,July SaaS Subscription,REVENUE,"55,800 "
1117,7/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,July SaaS Subscription,REVENUE,"34,000 "
1118,7/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,July SaaS Subscription,REVENUE,"24,200 "
1119,7/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,July SaaS Subscription,REVENUE,"39,500 "
1120,7/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,July SaaS Subscription,REVENUE,"45,800 "
1121,7/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,July SaaS Subscription,REVENUE,"51,500 "
1122,7/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataVision Corp,July SaaS Subscription,REVENUE,"34,000 "
1123,7/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudScale Tech,July SaaS Subscription,REVENUE,"37,500 "
1124,7/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"106,500 "
1125,7/1/2024,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,"122,000 "
1126,7/1/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - July,EXPENSES,"50,500 "
1127,7/1/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"10,200 "
1128,7/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,"26,500 "
1129,7/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,"13,000 "
1130,7/1/2024,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,"2,300 "
1131,7/1/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,"1,800 "
1132,7/1/2024,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,"5,100 "
1133,7/1/2024,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,"16,500 "
1134,7/1/2024,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,"4,500 "
1135,7/5/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"4,400 "
1136,7/5/2024,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,"85,400 "
1137,7/5/2024,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,"4,900 "
1138,7/10/2024,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,"9,200 "
1139,7/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,July SaaS Subscription,REVENUE,"28,800 "
1140,7/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"82,000 "
1141,7/15/2024,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,"5,500 "
1142,7/15/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,"8,200 "
1143,7/15/2024,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,"55,500 "
1144,7/15/2024,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,"105,000 "
1145,7/15/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,"80,500 "
1146,7/15/2024,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,"69,500 "
1147,7/15/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,"4,440 "
1148,7/15/2024,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,"8,400 "
1149,7/15/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,"6,440 "
1150,7/15/2024,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,"5,560 "
1151,7/15/2024,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,"10,100 "
1152,7/15/2024,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,"18,800 "
1153,7/15/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,"14,400 "
1154,7/15/2024,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,"12,100 "
1155,7/15/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,920 
1156,7/31/2024,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,"49,500 "
1157,7/31/2024,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,"2,000 "
1158,7/31/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,"9,200 "
1159,7/31/2024,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,"2,800 "
1160,8/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,August SaaS Subscription,REVENUE,"65,000 "
1161,8/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,August SaaS Subscription,REVENUE,"56,800 "
1162,8/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,August SaaS Subscription,REVENUE,"34,800 "
1163,8/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,August SaaS Subscription,REVENUE,"24,800 "
1164,8/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,August SaaS Subscription,REVENUE,"40,200 "
1165,8/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,August SaaS Subscription,REVENUE,"46,500 "
1166,8/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,August SaaS Subscription,REVENUE,"52,500 "
1167,8/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataVision Corp,August SaaS Subscription,REVENUE,"36,000 "
1168,8/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudScale Tech,August SaaS Subscription,REVENUE,"40,000 "
1169,8/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,SynergySoft Inc,August SaaS Subscription,REVENUE,"28,000 "
1170,8/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"108,500 "
1171,8/1/2024,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,"124,000 "
1172,8/1/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - August,EXPENSES,"51,800 "
1173,8/1/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"10,400 "
1174,8/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,"27,000 "
1175,8/1/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,"13,200 "
1176,8/1/2024,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,"2,300 "
1177,8/1/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,"1,800 "
1178,8/1/2024,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,"5,100 "
1179,8/1/2024,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,"16,500 "
1180,8/1/2024,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,"4,600 "
1181,8/5/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"4,500 "
1182,8/5/2024,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,"86,800 "
1183,8/5/2024,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,"4,900 "
1184,8/10/2024,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,"9,200 "
1185,8/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,August SaaS Subscription,REVENUE,"29,500 "
1186,8/15/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"84,000 "
1187,8/15/2024,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,"5,500 "
1188,8/15/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,"8,200 "
1189,8/15/2024,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,"55,500 "
1190,8/15/2024,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,"105,000 "
1191,8/15/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,"80,500 "
1192,8/15/2024,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,"69,500 "
1193,8/15/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,"4,440 "
1194,8/15/2024,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,"8,400 "
1195,8/15/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,"6,440 "
1196,8/15/2024,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,"5,560 "
1197,8/15/2024,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,"10,100 "
1198,8/15/2024,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,"18,800 "
1199,8/15/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,"14,400 "
1200,8/15/2024,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,"12,100 "
1201,8/15/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,920 
1202,8/31/2024,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,"50,500 "
1203,8/31/2024,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,"2,000 "
1204,8/31/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,"9,200 "
1205,8/31/2024,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,"2,800 "
1206,9/1/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,September SaaS Subscription,REVENUE,"66,200 "
